Username;Comment;Time;Label
@adeariana-vt3bv;@MainanAnak-f8r  gk perlu cari di forum atau youtube. Dilingkungan gua gk sedikit yg pake foldable nya samsung dan gk ad masalah tuh. Karena mereka tau dan paham bagaimana cara memakai dan merawatnya dan gk luoa juga mereka pakai yg namanya samsung care+ buat berjaga-jaga jikalah ada masalah. Jadi dari itu aja cukup buat menilai, bukan menilai dari komentar nerizen yg bahkan disuruh buktiin beneran punya barangnya atau gk aja gk bisa🤣. Btw nyari kok di wikipedia bro🤣lucu juga ente.;1 hari yang lalu (diedit);0
@ernakimmy7084;Patut apresiasi kiper Indonesia Panji sangat bagus cepat ambil tindakan hebat buat ukur nya yg masih segitu bisa lebih hebat lagi nanti;3 minggu yang lalu (diedit);0
@ChenSfYKf;Keberuntungan besar bikin aku makin cinta sama 𝘋 𝑂 𝘙 𝘈 7 𝟳,thank you! 🪘;1 hari yang lalu;1
@ferdimang9256;Wow;6 hari yang lalu;0
@Linda1ACwu;Game-nya gacir, tiap maen pasti jepe;2 hari yang lalu;1
@LeonzyZein;Waduh  Mahalbet;1 tahun yang lalu;0
@Lukibasi;El nyair lain El ngusep;5 bulan yang lalu;0
@arifsugianto2129;Kerjaan  banyak,, tinggal orangy;16 jam yang lalu;0
@02putzzgg54;Hdr;1 tahun yang lalu;0
@reihan835;kirain bg paropo jadi ke bromo bareng king ruckie;5 bulan yang lalu;0
@arsep1311;Rakyat mana yg kelaparan? Lu lapar?;1 hari yang lalu;0
@HappyRamadanti;bang coba kakasih;7 bulan yang lalu;0
@AnAnda_2169;kiko enak tau;1 tahun yang lalu;0
@thespacevampire;bang fery kalo jadi dosen keren abis sihh🔥🔥🔥🔥;1 tahun yang lalu;0
@arisoul1147;Baru liat chanel ni ,keren bang .🎉🎉🎉;5 bulan yang lalu;0
@ShelbieBlackmon-z4r;0:01 YOo coba di Weton88 modal 5k aja bisa jepee ⭐;1 hari yang lalu;1
@rustianayuliasni5336;" @langgengprimaanggradinata9577   kalo menurutku sih jd ga logis krn adegannya kurang terjelaskan dengan baik. Kan bisa aja misalnya salah satu satpam keluar sebentar buat nelpon keluarganya trus panik krn keluarganya ga bisa dihubungi dan langsung ngacir pulang.
Tp soal satpam itu minor sih, buat aku ga terlalu mengganggu.";6 hari yang lalu;0
@EntitasAnomaliTakDikenal;Koleksi senjata pak S;1 bulan yang lalu;0
@moh.irsyadolii2400;"Untuk next konten review hp tolong tes pubg juga bang jgn cuma ML sma Gensin..banyak yg nonton lu juga player pubg..liat rekomen hp buat pubg yg muncul di tiktok pasti confirm ke lu..klo kata lu bagus org langsung beli..klo menurut gw..lu org yg gw percaya untuk rekomendasi hp..klo kata lu kurang aku g jdi beli hpnya..
JDI TOLONG BANG PUBG JUGA DI MASUKAN KE REVIEW HP JGN ML MULU SMA GENSIN..KRNA KITA PLAYER PUBG MAU LIAT GRAFIS PUBGNYA DPT 90 ATAU 120FPS.. 
TERIMAKASIH ATAS PERHATIANNYA 🥰";1 hari yang lalu;0
@gendarmaraki6592;Top parah sih ini❤❤;7 bulan yang lalu;0
@ajaykoyi267;🅿️🆄🅻🅰️🆄777 selalu punya fitur keren;2 hari yang lalu;1
@JoelEllie02-n7x5n;sama samsung flip ane juga kasusnya engselnya juga, awalnya cuma redup redup aja eh jadi mati total, alhasil ngga pernah gua pakai lagi padahal beli lagi mahal mahalnya🥲;1 hari yang lalu;0
@razzkreatif;Gojo kiko ada gk bg😂;1 tahun yang lalu;0
@cn.cr7;suaranya mirip bung Fiersa;4 bulan yang lalu;0
@KandSkiteflying;ubur ubur ikan lele cari 🅿️🆄🅻🅰️🆄777 di google leee;1 hari yang lalu;1
@halunikofficial1261;papua tidak seburuk yg di tayangkan di tv;6 bulan yang lalu;0
@cln20;Anjai intronya di cover sama lu tah😂 the hanging tree cover mix ngelantur;6 hari yang lalu;0
@AyuQoD7H;Iseng-iseng mencoba bermain 𝐷 𝐸 𝑊 𝘼 D 𝑂 𝐑 𝘼, justru malah menjadi ahli, rezeki terus menerus datang!;23 jam yang lalu;1
@regadoyosi;Gatau kalau sekarang, dulu pas jamanku SMA, gama sering diisukan begitu. Sampe katanya ga ada sekolah lain yang berani ganggu.;1 hari yang lalu;0
@ahmadbaedowi1794;Iya bang saya setuju banyakin konten kayak gini yang basic² nya aja;1 tahun yang lalu;0
@Kaslana2943;Kapan review violet evergaden?;6 hari yang lalu;0
@Opet_tersakiti;Kiko satu ini meyentuh ginjal harganya;1 tahun yang lalu;0
@gibsson;"Banyakin konten kayak gini mas ferry

kebantu banget buat anak anak yang sedang kuliah di bidang perekonomian maupun administrasi";1 tahun yang lalu;0
@SatuArahKonten;Gokil Baru gas 5 menit weedey dua juta tanpa drama;2 hari yang lalu;1
@_-SUPER_DUPER_PRO-_;Unboxing kiko Satoru jir 😂🤣😂🤣😂🤣😂;1 tahun yang lalu;0
@slash_rif;"Kapan ya gw bisa kesana 🥲
Raja ampat kalo di jadiin kaya MALADEWA keren tuh";6 bulan yang lalu;0
@biawaksalto1352;BREWOKMU KEREN BANG 🔥🔥🔥🔥🔥🔥;1 tahun yang lalu;0
@baron_dam;Gak takut ada KKB ya bang, mau ke papua tu rasanya takut, karna ada KKB itu bang;6 bulan yang lalu;0
@Athepamirgarut;mantap;6 bulan yang lalu;0
@NINJAGAMING-qu2en;hadirrr;1 tahun yang lalu;0
@dimasramadan6919;Hadirr🎉🎉🎉;1 tahun yang lalu;0
@JaylenBassrench-p6l;terima kasi rezekinya  ⭐𝐒𝐆𝐈𝟖𝟖;1 hari yang lalu;1
@Mischievou2;bg Jerome?;1 tahun yang lalu;0
@bagoeskurniawan7390;Mantap;1 tahun yang lalu;0
@IvanZwcqi;Wede aman, sketer sering keluar banget;1 hari yang lalu;1
@roxberantem3786;Wow;4 hari yang lalu;0
@_yzaL;Wih keren lu bro...semangat bro;1 tahun yang lalu;0
@ahmadnaufalmuchayar6176;Aku baru mikir loh mang medy kamu udh upload aj😮;1 tahun yang lalu;0
@rachma6697;seru bngt;5 bulan yang lalu;0
@wisnu1390;Euro pegang argentina ada ada aja kan argen di amerika;4 bulan yang lalu;0
@Abizardfs202;Coba dibuka dulu ada kode;7 bulan yang lalu;0
@TorresBrodie-h9g;Keren banget bang 😂 , Salam JePE ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@dkriyuk212-id4fd;Coba bikin film bang.. Pasti bagus deh.. Judul ny the ngelantur.. Gw yakin masuk oscar;6 hari yang lalu;0
@adamharis2844;Bang udah bangg;1 tahun yang lalu;0
@miumiuna;Baru mau bilang gini kalao sinyalnya sengaja dimatiin sama sekolah tp ternyata ada yg notice jg, sama waktu pintunya ga bsa dbuka dr dalem itu krn kuncinya dipegang temen satunya yg jalan sama bokapnya lagi buat buka pintu belakang krn pintu samping pakai kunci yg sama tapi temennya  keburu dibunuh/mati pas keluar, tp wajar sih detil2 itu missed krn cuma sekilas diliatin nya;3 hari yang lalu;0
@BagasSuzakwan;Hadir 0:20;1 tahun yang lalu;0
@evanjiro498;Pake haircare jut rambut maneh keknya agak rusak gara gara di bleaching;5 bulan yang lalu;0
@adnanwoiwob1659;"Entah knp akhir2 ini dri kontent2 yg ada Ending2nya selalu berakhir dgn ""Pesan-Marketing?"" 😅🎉";1 tahun yang lalu;0
@AisyifaAzalia;udah cape cape ngelupain, eh di ingetin lagi🗿;1 tahun yang lalu;0
@andrilight9127;Ke kabupaten kaimana bang.disana enak juga tempatnya kaya raja ampat😊;6 bulan yang lalu;0
@REAL-m8z;Kepala bapak kau Kiko;11 bulan yang lalu;0
@Immalegendthanos69;not ur cup of tea aja bang , skip aja soalnya gw enjoy nonton review ini;5 hari yang lalu;0
@CagleRoot-g6o;Suka banget bang sama konten abang , jangan lupa ences di Weton88 gampang pecah;1 hari yang lalu;1
@vandy_sinatra;Ke Freeport ambil emas sekantong;6 bulan yang lalu;0
@Ayukamiku;Iya bak nyambung karena gojo mati terbelah dua dengan sukuntul arias sukuna bak ehe 😁💀👍;1 tahun yang lalu;0
@JonahChastity-u6u;Gw paling demen gas di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 wkwkwkww seru. Harus sering2 sih ini mah;22 jam yang lalu;1
@carolinaschultekeyon-u3b;9:11  bang tadi jam segitu menang besar w di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩;2 hari yang lalu;1
@herasitizahra2786;500 untuk 500;1 tahun yang lalu;0
@irwanritonga725;😮  6f751;7 bulan yang lalu;0
@Liam1ietc;Baru coba, lgsng jepe pertama kali;1 hari yang lalu;1
@devaaditya_;"Jujur film ini gw kira sama ama lu bang, dikira bakal massif kaya LOTR karena judulnya 😂. And gw setuju sih film ini banyak kurangnya, terutama Plot Instant, act ke-2 film ini yang ngulur waktu doang (bagian Edwin dikepung di satu ruangan), lalu Plot pas awal film juga kurang di eksplor, Tpi selebihnya gw masi dapet tensi ketegangan dari ceritanya. Plot Twist nya jujur ketebak bagi gw pas pertengahan film.

Joko Anwar literally Christopher Nolan nya Indonesia jir wkwk, suka terlalu Idealis😅 

8/10";6 hari yang lalu (diedit);0
@HEHEHEHABRUHHHHHHH;Pertam pin bangg;1 tahun yang lalu;0
@KofiRYDc0;Modal kecil langsung gacir di 𝘼 𝙀 𝐑 𝘖 8 𝟴,nggak nyangka banget! 🎰;1 hari yang lalu;1
@aqilaputrianjani8374;Tapi udh idup lagi bg😅;1 tahun yang lalu;0
@DannaVee;Oii;1 tahun yang lalu;0
@mohamadamirul3843;Di Malaysia tengah hype Filem Blood brothers dari Astro Shaw. Nonton di Malaysia bro 😊;1 hari yang lalu;0
@adefirmansyah6949;yg di tunggu';6 hari yang lalu;0
@MiraRioja-pf8me;PULANH LEWAT MANA LUWH😡😡😡😡😡;10 bulan yang lalu;0
@rmnasriey8652;Intro bang Timothy makin kesini makin bagus tpi kok gw mlh jadi kangen ya sama intro lama yang lebih simpel😅;6 hari yang lalu;0
@a.feryashari1665;Terima kasih sudah mengobati kerinduan dari raja ampat. Pernah tinggal di tiplol mayalibit.. 😊 49:28;6 bulan yang lalu;0
@RinaloxpW;𝐴 𝙃 𝐌 𝘈 𝘿 𝙏 𝙊 𝙏 𝘖menarik semakin banyak pengguna. 🦪;1 hari yang lalu;1
@natas.b3609;Ngelantur ini taste nya bagus dan teliti kalau liat film, buat para orang pecinta film dari banyak genre terutama movie luar negeri pasti mengerti setiap yang di review . kalau tastenya masih seperti film horror indonesia terlaris  pasti ngehujat karena belum tau film berkelas seperti apa.;6 hari yang lalu;0
@buminnk5792;makasih sudah datang ke papua barat daya (raja ampat);5 bulan yang lalu;0
@dittyazky;Kiko 10juta🗿;1 tahun yang lalu;0
@HadiCicadas;"Permisi mas apakah ada niatan untuk menjual akun YouTube nya?
Kalau iya no kontak saya tertera di deskripsi.";7 bulan yang lalu;0
@Unkn0wn_P3rs0n9;"Jd kata abg ku gojo yg dibeli malah kiko bener🗿
Gara2 abg ku baca manga/komik nya gojo kebelah dua jd kiko dibunuh sukuna ambil alih tubuh megumi klo g slh[yg belum tau aj]";1 tahun yang lalu;0
@herobulan6801;Kiko satoru;8 bulan yang lalu;0
@CCTVBAJULANOYI;Otw 3jt cuyy yok give away ke aq bg;1 tahun yang lalu;0
@rahmatcahyadi276;kelas king 🤘;3 minggu yang lalu;0
@Bellamalianurulfauzi223;Maaf mas audionya tolong di perbaiki lagi suara masnya kekecilan tapi suara clip filmnya kegedean;1 hari yang lalu;0
@BaiqAdiwiyati;Saya bersukur tlah melihat surganya dunianya;2 bulan yang lalu;0
@Agatha-vk2ku;Bang coba bahas strategi tiktok untuk matikan UMKM Indonesia dengan mengadukan tiktokshop dan pasar tanah abang;1 tahun yang lalu;0
@ParhamShaina-r4d;epic moment 🎉 𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@syam4562;Berisik, cuan apaan, rungkad iya👎;2 minggu yang lalu;0
@iskandarzulkarnaen4729;Selamat untuk Bapak Presiden Prabowo sebagai pemimpin terpopuler dunia selalu sehat cerdas sukses panjang umur dan bisa menjadikan Indonesia maju;21 jam yang lalu;0
@Chasancqzw;sketer sering keluar, jepek terus jadinya;1 hari yang lalu;1
@kitlerLovers;hadir;1 tahun yang lalu;0
@olivejacqueen;Happy banget bisa dapet rezeki besar dari 𝐁𝐓𝐕❶❻❽, bener-bener puas!;1 hari yang lalu;1
@HumbertoSchmidt-x7n;Barusan coba emng iyah sih dapat wd 200 aku bang , makasih yah rekomendasi 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🚩;1 hari yang lalu;1
@koinuken3046;Edwin ga salah sepenuhnya, dia gitu juga karna masa lalu nya, ortunya kebakar, kakak di perkaos trs tewas, jadi kayak orang kelainan mental suruh jaga orang kelainan mental yang lain, jadi deh nih film😅;4 hari yang lalu;0
@wazozkindomie;0:24 ditempel dimana tuh kamera;6 hari yang lalu;0
@faaizunalfarisi5051;hari hari nntn youtube, cuma ngerasa ingin terbawa berpetualang aja oleh arsal bahtiar dan fiersa besari;6 bulan yang lalu;0
@YoelEnricoMeiliano;"Wah iya lagi gua baru ngeh, beberapa scene ""ganjel"" di film ini harusnya bisa belajar dari Silence of The Lambs. Gua beres ini lgsg concern ke cerita film ini apalagi terkait twist ending nya yg menurut gua gak biasa di film Bang Jokan. Sama gua bandingin film ini sama Oldboy ketika kepikiran kenapa ya film action Indo tuh susah banget punya cerita yang magnificent, beda kaya Oldboy yang paket lengkap.";6 hari yang lalu;0
@Adampramudita;Kerennnn🔥🔥🔥🔥;7 bulan yang lalu;0
@pinupin;adopt me ayah upi;5 bulan yang lalu;0
@calonjuragan8228;Wo;1 tahun yang lalu;0
@SitiMbY1T;Wede 2 kali hari ini, gacir bener sih;1 hari yang lalu;1
@Zeusdewata;"4:54 Kok Muka nya mirip semua ya 😂
10:25 Baju Kuning Bungkus Bang Lumayan Buat Gang Bang 😂";7 bulan yang lalu (diedit);0
@muhammadrizaldy3477;nah ini pak mantap, harus lanjut ini. Penjelasannya pake bahasa yang mudah bagi orang awam untuk dimengerti sama saran setiap teori atau deskripsi istilah dikasih contoh kasusnya bang yang udah terjadi di realita baik di indonesia maupun luar negeri biar orang awam lebih mudah mencerna. Thanks a lot abangku lanjutkan sukses teruss semoga jadi amal jariyah Aamiin;1 tahun yang lalu;0
@Delianakyrr;Swert Bonanja gacir banget hari ini, mantul;1 hari yang lalu;1
@Dannysasazaki;Kaget bang kok intro pdbd jadi epic gitu ternyata bang Timo version 😅;5 hari yang lalu;0
@al_YTT;Hadir;1 tahun yang lalu;0
@Wirap4ASk;Gacur parah, udh wede berkali-kali;1 hari yang lalu;1
@triafanny921;Makannya bersuara iihh g malu yaa….;2 bulan yang lalu;0
@MonkGilberto-j3w;Makin yakin abis baca review lain tentang ✌✌Weton88.;1 hari yang lalu;1
@PatriciazDJWI;Asiknya main bareng temen-temen di A 𝘟 𝐋 7 𝟩 𝟽! Makin seru! 🥰;2 hari yang lalu;1
@MainanAnak-f8r; @adeariana-vt3bv  memangnya ada apa dengan wikipedia? banyak fakta juga kok yang bisa diambil dari wikipedia, ente bisa sercing kelemahan dari hp samsung flip atau pun fold yang muncul pasti wikipedia dluan kok, selain wikipedia juga kan ane saranin yutup dan fourm forum di fb, kalau emang di daerah ente ngga sedikit yang pakai tapi pasti dari angka sedikit itu ente yakin mereka ngga ada masalah, memangnya ente absenin satu satu orang disana biar tau mereka masalah apa ngga, kalau emang mau tau rasanya yah ente beli aja coba rasain pemakaian tahunan 😅;1 hari yang lalu;0
@CadenBraunrench-r8d;Keren banget bang 😂 , Salam JePE ⭐𝐒𝐆𝐈𝟖𝟖;1 hari yang lalu;1
@Ratnar02;Baru pertama kali mampir dan nonton konten abang ini, ternyata keren banget konten luu bang. Berasa ikutan traveling;6 bulan yang lalu;0
@XrayZGMG;pas banget lagi makan ada notif;1 tahun yang lalu;0
@Zulkifli0LNDe;Melalui D 𝐸 𝑊 A 𝘋 О 𝘙 𝐀 saya berubah, dari karyawan biasa ke bos perusahaan. 🧩;2 hari yang lalu;1
@AsmatSantoso;Kalo menurut gw, market indonesia gak akan siap sama media sureal kayak Ena atopun gamenya dream bbq 😅;6 hari yang lalu;0
@blazer_GT;Gw belum tonton lagi tapi dah ada review-nya;6 hari yang lalu (diedit);0
@Hendri1998-tc7qk;Sang kiko satoru🗿;1 tahun yang lalu;0
@blushine2435;0:18 Sinematografi ngelantur saat ini 📈📈📈;6 hari yang lalu;0
@kitakita__947;itu gojo kalah sama sukuna terbelah dua;1 tahun yang lalu;0
@McCarthyShepard-q4c;Jujur klo main mending di weton88 bang;1 hari yang lalu;1
@ClipIn-013;Yang masalah internet kalo gasalah ada dijelasin sama buk diana kalo emang dimatiin bang, jadi gabisa akses internet karna apa gitu, dan pas scene edwin ngambil kunci ke ointu emergency, kan dia juga mutusin kabel alat yang dipake buat mutusin internet sekolah;3 hari yang lalu;0
@yuliani1887;Suka bgt huawei tp sayang kehalang sama sistem oprasi nya.. Install apk sulit dan terbatas. Upgrade sistem apk ribet.;14 jam yang lalu;0
@Henzz45;Hadeeeeerrrr 🗿🗿🗿;1 tahun yang lalu;0
@hrg_chanel;percaya ngga percaya di desa pupuk itu mahal dan harus pake kartu tani. gimana mau swasembada pangan.. harusnya pada sadar rezim ini harus selese;1 tahun yang lalu;0
@kopmensasultanagung7909;Tim yg langsung beli nonton kagak ....;2 hari yang lalu;0
@peasenathanaelcruse-w6z;Keren sih 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, main bentar auto jepe.;1 hari yang lalu;1
@RachealGarnett-n5b;gacir banget, main di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴;22 jam yang lalu;1
@WPLO_Papua;Mantap Bro....;3 bulan yang lalu;0
@DowlingBeck-o6t;Begitu mantap! Bermain di Weton88, rezeki pun mengalir dengan deras!;1 hari yang lalu;1
@Anantay5QbM;Wede lagi hari ini, gacir banget sih ini;1 hari yang lalu;1
@CelesAcc;Inflasi 😢;1 tahun yang lalu;0
@bangtarseven7326;Beliin donk bang😢;9 jam yang lalu;0
@gilbertchristian5950;Jayapura kaks wisata banyak ini...;6 bulan yang lalu;0
@paimonsdhmuak; @aqilaputrianjani8374  terima saja kenyataannya;1 tahun yang lalu (diedit);0
@najliehanien-hd9zs;Bang coba beli figura boboyboy sori bagus banget;1 tahun yang lalu;0
@ariczepedadehart-j1x;Jujur klo main mending di weton88 bang;2 hari yang lalu;1
@bimmm_4;awoo;5 bulan yang lalu;0
@HayMeans-s2k;terima kasi rezekinya  ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@muhammadfitra1823;Party queen;1 tahun yang lalu;0
@gunawanalvin19;Suaranya mirip fiersa,apakah pengisi suara d youtube fiersa adalah arsal?;5 bulan yang lalu;0
@GiordanoAstrid-l2t;Sukaaa bangettt sama ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴;1 hari yang lalu;1
@adarsh_202;🅿️🆄🅻🅰️🆄777, hadiah besar menanti!;1 hari yang lalu;1
@tifaniaalika353;Awalnya senyum senyum sendiri akhirnya nangis nangis sendir;1 tahun yang lalu;0
@ewq1756;Berarti ini film absurd dong😂😅;5 hari yang lalu;0
@Batustress;Ih lucu 6:21;7 bulan yang lalu;0
@XDML11;200;1 tahun yang lalu;0
@m.septaadisiswanto0382;kontennya bermanfaat bang, harus dilanjut plis;1 tahun yang lalu;0
@EdoardusLiro;"Terimakasi atas kata"" Indah yang nyata tentang papua";1 bulan yang lalu;0
@Maryonoanggita;Bang bikin konten korupsi di Indonesia dong bang, dan cara penanggulangan paling cepat. Apakah rakyat harus turun ke jalan seperti tahun 98 untuk membuat pejabat Indonesia lebih jujur ?;1 tahun yang lalu;0
@denis.setiawn;Kerja di BI adalah doktrin/harapan dosen2 ilmu ekonomi ke mahasiswanya 😁;1 tahun yang lalu;0
@wanzarulzakuan9664;BANG REACT MOVIE BLOOD BROTHER BARA NAGA ...CONFIRM VIEW ABG NAIK😂;4 hari yang lalu;0
@roc2s;awoo;4 bulan yang lalu;0
@cleopcrkarina;awoo;5 bulan yang lalu;0
@perseidzm;"Izin berbagi pengalamanku nonton. Kalo ngeliat dari sudut pandangku, karena dibuild negara yang 'udah kacau' ditambah rasis dengan segala hal tuh masuk akal kalo kelakuan anak brandalnya brutal. Karena seumuran itu kan biasanya pada masih mencari jati diri, tapi sayang ketemunya sama sesama sengklek. Terus pas awal si bapaknya rangga dis1ksa seakan cuma pengen nunjukin kalo mereka beneran kejam loh, itulah kenapa pas si jefri beneran ngebak4r bapak rangga mereka semua kayak yang shock. Soalnya malo menurutku sejauh kelakuannya di belakang, mereka cuma sekedar mau nunjukin kalo mereka 'kuat' bukan emang beneran pengen ngebunvh orang, cuma pengen keliatan jagoan aja tapi caranya emang brutal mengingat hal kayak gitu umum di negara pada saat itu. Makanya sempet terdiam lama karena shock mereka beneran ngebunvh orang, bukan cuma sekedar bikin babak belur.

Sama ada adegan bocor juga tapi lupa diedit menurutku. Pas di kamar si edwin nelpon diana di malam sebelum pengepungan, ada bocor screen hp yang keliatan lagi muter video 'layar menelpon'. Kan kalo kita lagi setel video suka ada tombol play/pause sama next terus ada garis2 durasi, nah itu bocor sedetik. Gatau emang kelewatan pas edit atau sengaja dibiarin";6 hari yang lalu;0
@OmaroeKtc;Hasil gacir bikin aku makin puas main di 𝐷 𝙊 𝑅 𝐴 𝟽 𝟳, makasih banyak! 🍆;1 hari yang lalu;1
@priafalah7790;intronya = pamer sinematografi + gadget😂;6 hari yang lalu;0
@Fatimanx5ZU;Aku gak nyangka, pertama kali coba di 𝐃 𝙊 𝙍 A 7 7-langsung dapet rezeki yang nggak terduga! 🎡;1 hari yang lalu;1
@PradiptaIDpBw;Makswin brusan di Starlight, nggak nyangka;1 hari yang lalu;1
@cln20;"Mungkin permintaan mgm mnurut gw yah...
Lo liat dah kdrama yg jarang nampilin adegan gk senonoh macem Hollywood tv series gitu yg pasti ada aja bed scene nya dan jdinya ada kdrama yg harus menuhin unsur bgitunya nahh film inikan PH nya mgm yaa mungkin harus menuhin unsur yg ada di negara Hollywood nya itu whichas usa yg baru2 ini bnyk kan kasus rasisme nya";5 hari yang lalu;0
@huirits24;:_awo::_awo:;5 bulan yang lalu;0
@giusemchanel;NTT kaks🙏☺;6 bulan yang lalu;0
@sofimawar4354;1;1 tahun yang lalu;0
@Fam_Fish;kapan kapan coba ke bagian R4 yg lain bang, pulau MISOL;5 bulan yang lalu;0
@Blueriq07;Oi;1 tahun yang lalu;0
@dodolgarut2822;gojo kw ituh gojo yang rill tuh kaya es kiko;1 tahun yang lalu;0
@iloveRenaldy;Kiko enak tauuu 😋;1 tahun yang lalu;0
@karinejulia-p2b;Jakpot besar bikin aku makin bahagia tiap kali main di 𝐁𝐓𝐕❶❻❽!;1 hari yang lalu;1
@keiji_mingle;"Jadi a dua kiko satunya muichiro satunya.... 
Bodo amat 🗿";1 tahun yang lalu;0
@KimRizalDQTgovF;Parah banget Bonannja gaciir pol gak ada kata rugi;2 hari yang lalu;1
@gargantua12;Terimakasih om ferry ilmunya untuk ilmu ekonomi nya jujur gua nggk ngerti sama sekali dengan ilmu ini;1 tahun yang lalu;0
@dafaaska-gm5om;Saya puasa bang;1 bulan yang lalu;0
@palkon1795;Kelik bait;1 tahun yang lalu;0
